Database,Fee Details - Line 1317 Broker POC Amount,NEWHUD2.X4493,
Database,Fee Details - Line 1317 Lender PAC Amount,NEWHUD2.X4495,
Database,Fee Details - Line 1317 Lender POC Amount,NEWHUD2.X4496,
Database,Fee Details - Line 1317 Other PAC Amount,NEWHUD2.X4498,
Database,Fee Details - Line 1317 Other POC Amount,NEWHUD2.X4499,
Database,Fee Details - Line 1317 Seller PAC Amount,NEWHUD2.X4489,
Database,Fee Details - Line 1317 - Seller POC Amount,NEWHUD2.X4490,
Database,Fee Details - Line 1318 - Borrower Did Shop For,NEWHUD2.X4537,
Database,Fee Details - Line 1318 Borrower PAC Amount,NEWHUD2.X4519,
Database,Fee Details - Line 1318 - Borrower POC Amount,NEWHUD2.X4520,
Database,Fee Details - Line 1318 Broker PAC Amount,NEVVHUD2.X4525,
Database,Fee Details Line 1318 Broker POC Amount,NEWHUD2.X4526,
Database,Fee Details - Line 1318 Lender PAC Amount,NEWHUD2.X4528,
Database,Fee Details - Line 1318 - Lender POC Amount,NEWHUD2.X4529,
Database,Fee Details - Line 1318 Other PAC Amount,NEWHUD2.X4531,
Database,Fee Details - Line 1318 - Other POC Amount,NEWHUD2.X4532,
Database,Fee Details - Line 1318 - Seller PAC Amount,NEWHUD2.X4522,
Database,Fee Details - Line 1318 - Seller POC Amount,NEWHUD2.X4523,
Database,Fee Details - Line 1319 Borrower Did Shop For,NEWHUD2.X4570,
Database,Fee Details - Line 1319 Borrower PAC Amount,NEWHUD2.X4552,
Database,Fee Details - Line 1319 Borrower POC Amount,NEWHUD2.X4553,
Database,Fee Details - Line 1319 - Broker PAC Amount,NEWHUD2.X4558,
Database,Fee Details - Line 1319 - Broker POC Amount,NEWHUD2.X4559,
Database,Fee Details - Line 1319 - Lender PAC Amount,NEWHUD2.X4561,
Database,Fee Details - Line 1319 Lender POC Amount,NEWHUD2.X4562,
Database,Fee Details - Line 1319 - Other PAC Amount,NEWHUD2.X4564,
Database,Fee Details - Line 1319 Other POC Amount,NEWHUD2.X4565,
Database,Fee Details - Line 1319 Seller PAC Amount,NEWHUD2.X45555,
Database,Fee Details - Line 1319 Seller POC Amount,NEWHUD2.X4556,
Database,Fee Details - Line 1320 Borrower Did Shop For,NEWHUD2.X4603,
Database,Fee Details - Line 1320 Borrower PAC Amount,NEWHUD2.X4585,
Database,Fee Details - Line 1320 Borrower POC Amount,NEWHUD2.X4586,
Database,Fee Details - Line 1320 Broker PAC Amount,NEWHUD2.X4591,
Database,Fee Details - Line 1320 Broker POC Amount,NEWHUD2.X4592,
Database,Fee Details - Line 1320 Lender PAC Amount,NEVVHUD2.X4594,
Database,Fee Details - Line 1320 Lender POC Amount,NEWHUD2.X4595,
Database,Fee Details - Line 1320 - Other PAC Amount,NEWHUD2.X4597,
Database,Fee Details - Line 1320 Other POC Amount,NEWHUD2.X4598,
Database,Fee Details - Line 1320 Seller PAC Amount,NEWHUD2.X4588,
Database,Fee Details - Line 1320 Seller POC Amount,NEWHUD2.X4589,
Database,Fee Details - Line 701 Borrower Did Shop For,NEWHUD2.X227,
Database,Fee Details - Line 701 Borrower PAC Amount,NEWHUD2.X209,
Database,Fee Details - Line 701 - Borrower POC Amount,NEWHUD2.X210,
Database,Fee Details Line 701 - Broker PAC Amount,NEWHUD2.X215,
Database,Fee Details - Line 701 - Broker POC Amount,NEWHUD2.X216,
Database,Fee Details - Line 701 - Lender PAC Amount,NEWHUD2.X218,
Database,Fee Details - Line 701 - Lender POC Amount,NEWHUD2.X219,
Database,Fee Details - Line 701 - Other PAC Amount,NEWHUD2.X221,
Database,Fee Details - Line 701 - Other POC Amount,NEWHUD2.X222,
Database,Fee Details - Line 701 - Seller PAC Amount,NEWHUD2.X212,
Database,Fee Details - Line 701 - Seller POC Amount,NEWHUD2.X213,
Database,Fee Details - Line 702 - Borrower Did Shop For,NEWHUD2.X260,
Database,Fee Details - Line 702 - Borrower PAC Amount,NEWHUD2.X242,
Database,Fee Details - Line 702 - Borrower POC Amount,NEWHUD2.X243,
Database,Fee Details - Line 702 - Broker PAC Amount,NEWHUD2.X248,
Database,Fee Details - Line 702 - Broker POC Amount,NEWHUD2.X249,
Database,Fee Details - Line 702 - Lender PAC Amount,NEWHUD2.X251,
Database,Fee Details - Line 702 - Lender POC Amount,NEWHUD2.X252,
Database,Fee Details - Line 702 - Other PAC Amount,NEWHUD2.X254,
Database,Fee Details - Line 702 - Other POC Amount,NEWHUD2.X255,
Database,Fee Details - Line 702 - Seller PAC Amount,NEWHUD2.X245,
Database,Fee Details - Line 702 - Seller POC Amount,NEWHUD2.X246,
Database,Fee Details - Line 704 - Borrower Did Shop For,NEWHUD2.X293,
Database,Fee Details - Line 704 - Borrower PAC Amount,NEWHUD2.X275,
Database,Fee Details - Line 704 - Borrower POC Amount,NEWHUD2.X276,
Database,Fee Details - Line 704 - Broker PAC Amount,NEWHUD2.X281,
Database,Fee Details - Line 704 - Broker POC Amount,NEWHUD2.X282,
Database,Fee Details - Line 704 - Lender PAC Amount,NEWHUD2.X284,
Database,Fee Details - Line 704 - Lender POC Amount,NEWHUD2.X285,
Database,Fee Details - Line 704 - Other PAC Amount,NEWHUD2.X287,
Database,Fee Details - Line 704 - Other POC Amount,NEWHUD2.X288,
Database,Fee Details - Line 704 - Seller PAC Amount,NEWHUD2.X278,
Database,Fee Details - Line 704 - Seller POC Amount,NEWHUD2.X279,
Database,Fee Details - Line 801a - Borrower Did Shop For,NEWHUD2.X326,
Database,Fee Details - Line 801a - Borrower PAC Amount,NEVWHUD2.X308,
Database,Fee Details Line 801a Borrower POC Amount,NEWHUD2.X309,
Database,Fee Details Line 801a Broker PAC Amount,NEWHUD2.X314,
Database,Fee Details - Line 801a - Broker POC Amount,NEWHUD2.X315,
Database,Fee Details Line 801a - Lender PAC Amount,NEWHUD2.X317,
Database,Fee Details - Line 801a Lender POC Amount,NEWHUD2.X318,
Database,Fee Details - Line 801a - Other PAC Amount,NEWHUD2.X320,
Database,Fee Details - Line 801a Other POC Amount,NEWHUD2.X321,
Database,Fee Details - Line 801a - Seller PAC Amount,NEWHUD2.X311,
Database,Fee Details - Line 801a Seller POC Amount,NEWHUD2.X312,
Database,Fee Details - Line 801b Borrower Did Shop For,NEWHUD2.X359,
Database,Fee Details - Line 801b Borrower PAC Amount,NEWHUD2.X341,
Database,Fee Details - Line 801b Borrower POC Amount,NEWHUD2.X342,
Database,Fee Details - Line 801b Broker PAC Amount,NEWHUD2.X347,
Database,Fee Details - Line 801b Broker POC Amount,NEWHUD2.X348,
Database,Fee Details - Line 801b Lender PAC Amount,NEWHUD2.X350,
Database,Fee Details - Line 801b Lender POC Amount,NEWHUD2.X351,
Database,Fee Details Line 801b Other PAC Amount,NEWHUD2.X353,
Database,Fee Details - Line 801b Other POC Amount,NEWHUD2.X354,
Database,Fee Details - Line 801b Seller PAC Amount,NEWHUD2.X344,
Database,Fee Details - Line 801b Seller POC Amount,NEWHUD2.X345,
Database,Fee Details - Line 801c Borrower Did Shop For,NEWHUD2.X392,
Database,Fee Details - Line 801c Borrower PAC Amount,NEWHUD2.X374,
Database,Fee Details - Line 801c Borrower POC Amount,NEWHUD2.X375,
Database,Fee Details - Line 801c Broker PAC Amount,NEWHUD2.X380,
Database,Fee Details - Line 801c Broker POC Amount,NEWHUD2.X381,
Database,Fee Details - Line 801c Lender PAC Amount,NEWHUD2.X383,
Database,Fee Details - Line 801c Lender POC Amount,NEWHUD2.X384,
Database,Fee Details - Line 801c Other PAC Amount,NEWHUD2.X386,
Database,Fee Details - Line 801c Other POC Amount,NEWHUD2.X387,
Database,Fee Details - Line 801c Seller PAC Amount,NEWHUD2.X377,
Database,Fee Details - Line 801c Seller POC Amount,NEWHUD2.X378,
Database,Fee Details - Line 801d Borrower Did Shop For,NEWHUD2.X425,
Database,Fee Details Line 801d Borrower PAC Amount,NEWHUD2.X407,
Database,Fee Details Line 801d Borrower POC Amount,NEWHUD2.X408,
Database,Fee Details - Line 801d - Broker PAC Amount,NEWHUD2.X413,
Database,Fee Details - Line 801d Broker POC Amount,NEWHUD2.X414,
Database,Fee Details - Line 801d Lender PAC Amount,NEWHUD2.X416,
Database,Fee Details - Line 801d Lender POC Amount,NEWHUD2.X417,
Database,Fee Details - Line 801d - Other PAC Amount,NEWHUD2.X419,
Database,Fee Details - Line 801d Other POC Amount,NEWHUD2.X420,
Database,Fee Details - Line 801d - Seller PAC Amount,NEWHUD2.X410,
Database,Fee Details - Line 801d Seller POC Amount,NEWHUD2.X411,
Database,Fee Details - Line 801e Borrower Did Shop For,NEWHUD2.X458,
Database,Fee Details - Line 801e - Borrower PAC Amount,NEWHUD2.X440,
Database,Fee Details - Line 801e Borrower POC Amount,NEWHUD2.X441,
Database,Fee Details - Line 801e Broker PAC Amount,NEWHUD2.X446,
Database,Fee Details - Line 801e Broker POC Amount,NEWHUD2.X447,
Database,Fee Details - Line 801e Lender PAC Amount,NEWHUD2.X449,
Database,Fee Details - Line 801e Lender POC Amount,NEWHUD2.X450,
Database,Fee Details - Line 801e Other PAC Amount,NEWHUD2.X452,
Database,Fee Details - Line 801e Other POC Amount,NEWHUD2.X453,
Database,Fee Details - Line 801e Seller PAC Amount,NEWHUD2.X443,
Database,Fee Details - Line 801e Seller POC Amount,NEWHUD2.X444,
Database,Fee Details - Line 801f Borrower Did Shop For,NEWHUD2.X491,
Database,Fee Details - Line 801f Lender PAC Amount,NEWHUD2.X482,
Database,Fee Details - Line 801f - Lender POC Amount,NEWHUD2.X483,
Database,Fee Details - Line 801g Borrower Did Shop For,NEWHUD2.X524,
Database,Fee Details - Line 801g Borrower PAC Amount,NEWHUD2.X506,
Database,Fee Details - Line 801g Borrower POC Amount,NEWHUD2.X507,
Database,Fee Details - Line 801g Broker PAC Amount,NEWHUD2.X512,
Database,Fee Details - Line 801g Broker POC Amount,NEWHUD2.X513,
Database,Fee Details - Line 801g Lender PAC Amount,NEWHUD2.X515,
Database,Fee Details - Line 801g Lender POC Amount,NEWHUD2.X516,
Database,Fee Details - Line 801g Other PAC Amount,NEWHUD2.X518,
Database,Fee Details Line 801g - Other POC Amount,NEWHUD2.X519,
Database,Fee Details - Line 801g Seller PAC Amount,NEWHUD2.X509,
Database,Fee Details - Line 801g Seller POC Amount,NEWHUD2.X510,
Database,Fee Details - Line 801h Borrower Did Shop For,NEWHUD2.X557,
Database,Fee Details - Line 801h - Borrower PAC Amount,NEWHUD2.X539,
Database,Fee Details - Line 801h - Borrower POC Amount,NEWHUD2.X540,
Database,Fee Details - Line 801h - Broker PAC Amount,NEWHUD2.X545,
Database,Fee Details - Line 801h - Broker POC Amount,NEWHUD2.X546,
Database,Fee Details - Line 801h - Lender PAC Amount,NEWHUD2.X548,
Database,Fee Details - Line 801h - Lender POC Amount,NEWHUD2.X549,
Database,Fee Details - Line 801h - Other PAC Amount,NEWHUD2.X551,
Database,Fee Details - Line 801h - Other POC Amount,NEWHUD2.X552,
Database,Fee Details - Line 801h - Seller PAC Amount,NEWHUD2.X542,
Database,Fee Details - Line 801h - Seller POC Amount,NEWHUD2.X543,
Database,Fee Details - Line 801i - Borrower Did Shop For,NEWHUD2.X590,
Database,Fee Details - Line 801i Borrower PAC Amount,NEWHUD2.X572,
Database,Fee Details - Line 801i Borrower POC Amount,NEWHUD2.X573,
Database,Fee Details - Line 801i Broker PAC Amount,NEWHUD2.X578,
Database,Fee Details - Line 801i - Broker POC Amount,NEWHUD2.X579,
Database,Fee Details - Line 801i - Lender PAC Amount,NEWHUD2.X581,
Database,Fee Details - Line 801i - Lender POC Amount,NEWHUD2.X582,
Database,Fee Details - Line 801i Other PAC Amount,NEWHUD2.X584,
Database,Fee Details - Line 801i - Other POC Amount,NEWHUD2.X585,
Database,Fee Details - Line 801i - Seller PAC Amount,NEWHUD2.X575,
Database,Fee Details - Line 801i - Seller POC Amount,NEWHUD2.X576,
Database,Fee Details - Line 801j - Borrower Did Shop For,NEWHUD2.X623,
Database,Fee Details - Line 801j Borrower PAC Amount,NEWHUD2.X605,
Database,Fee Details - Line 801j - Borrower POC Amount,NEWHUD2.X606,
Database,Fee Details - Line 801j - Broker PAC Amount,NEWHUD2.X611,
Database,Fee Details - Line 801j - Broker POC Amount,NEWHUD2.X612,
Database,Fee Details - Line 801j - Lender PAC Amount,NEWHUD2.X614,
Database,Fee Details - Line 801j - Lender POC Amount,NEWHUD2.X615,
Database,Fee Details Line 801j Other PAC Amount,NEWHUD2.X617,
Database,Fee Details - Line 801j Other POC Amount,NEWHUD2.X618,
Database,Fee Details - Line 801j Seller PAC Amount,NEWHUD2.X608,
Database,Fee Details - Line 801j - Seller POC Amount,NEWHUD2.X609,
Database,Fee Details - Line 801k Borrower Did Shop For,NEWHUD2.X656,
Database,Fee Details - Line 801k Borrower PAC Amount,NEWHUD2.X638,
Database,Fee Details - Line 801k - Borrower POC Amount,NEWHUD2.X639,
Database,Fee Details - Line 801k - Broker PAC Amount,NEWHUD2.X644,
Database,Fee Details - Line 801k - Broker POC Amount,NEWHUD2.X645,
Database,Fee Details - Line 801k - Lender PAC Amount,NEWHUD2.X647,
Database,Fee Details - Line 801k - Lender POC Amount,NEWHUD2.X648,
Database,Fee Details - Line 801k - Other PAC Amount,NEWHUD2.X650,
Database,Fee Details - Line 801k - Other POC Amount,NEWHUD2.X651,
Database,Fee Details - Line 801k Seller PAC Amount,NEWHUD2.X641,
Database,Fee Details - Line 801k Seller POC Amount,NEWHUD2.X642,
Database,Fee Details - Line 8011 Borrower Did Shop For,NEWHUD2.X689,
Database,Fee Details - Line 8011 Borrower PAC Amount,NEWHUD2.X671,
Database,Fee Details - Line 8011 Borrower POC Amount,NEWHUD2.X672,
Database,Fee Details - Line 8011 - Broker PAC Amount,NEWHUD2.X677,
Database,Fee Details - Line 8011 Broker POC Amount,NEWHUD2.X678,
Database,Fee Details - Line 8011 Lender PAC Amount,NEWHUD2.X680,
Database,Fee Details - Line 8011 - Lender POC Amount,NEWHUD2.X681,
Database,Fee Details - Line 8011 Other PAC Amount,NEWHUD2.X683,
Database,Fee Details - Line 8011 - Other POC Amount,NEWHUD2.X684,
Database,Fee Details - Line 8011 Seller PAC Amount,NEWHUD2.X674,
Database,Fee Details - Line 8011 Seller POC Amount,NEWHUD2.X675,
Database,Fee Details - Line 801m - Borrower Did Shop For,NEWHUD2.X722,
Database,Fee Details - Line 801m Borrower PAC Amount,NEWHUD2.X704,
Database,Fee Details - Line 801m Borrower POC Amount,NEWHUD2.X705,
Database,Fee Details - Line 801m Broker PAC Amount,NEWHUD2.X710,
Database,Fee Details - Line 801m Broker POC Amount,NEWHUD2.X711,
Database,Fee Details - Line 801m - Lender PAC Amount,NEWHUD2.X713,
Database,Fee Details Line 801m - Lender POC Amount,NEWHUD2.X714,
Database,Fee Details - Line 801m Other PAC Amount,NEWHUD2.X716,
Database,Fee Details - Line 801m Other POC Amount,NEWHUD2.X717,
Database,Fee Details - Line 801m - Seller PAC Amount,NEWHUD2.X707,
Database,Fee Details - Line 801m - Seller POC Amount,NEWHUD2.X708,
Database,Fee Details - Line 801n Borrower Did Shop For,NEWHUD2.X755,
Database,Fee Details - Line 801n - Borrower PAC Amount,NEWHUD2.X737,
Database,Fee Details - Line 801n - Borrower POC Amount,NEWHUD2.X738,
Database,Fee Details - Line 801n - Broker PAC Amount,NEWHUD2.X743,
Database,Fee Details - Line 801n - Broker POC Amount,NEWHUD2.X744,
Database,Fee Details - Line 801n - Lender PAC Amount,NEWHUD2.X746,
Database,Fee Details - Line 801n - Lender POC Amount,NEWHUD2.X747,
Database,Fee Details - Line 801n - Other PAC Amount,NEWHUD2.X749,
Database,Fee Details - Line 801n - Other POC Amount,NEWHUD2.X750,
Database,Fee Details - Line 801n - Seller PAC Amount,NEWHUD2.X740,
Database,Fee Details - Line 801n Seller POC Amount,NEWHUD2.X741,
Database,Fee Details - Line 801o Borrower Did Shop For,NEWHUD2.X788,
Database,Fee Details - Line 801o Borrower PAC Amount,NEWHUD2.X770,
Database,Fee Details - Line 801o Borrower POC Amount,NEWHUD2.X771,
Database,Fee Details - Line 801o Broker PAC Amount,NEWHUD2.X776,
Database,Fee Details - Line 801o Broker POC Amount,NEWHUD2.X777,
Database,Fee Details - Line 801o Lender PAC Amount,NEWHUD2.X779,
Database,Fee Details - Line 801o Lender POC Amount,NEWHUD2.X780,
Database,Fee Details - Line 801o - Other PAC Amount,NEWHUD2.X782,
Database,Fee Details - Line 801o Other POC Amount,NEWHUD2.X783,
Database,Fee Details - Line 801o Seller PAC Amount,NEWHUD2.X773,
Database,Fee Details - Line 801o - Seller POC Amount,NEWHUD2.X774,
Database,Fee Details - Line 801p - Borrower Did Shop For,NEWHUD2.X821,
Database,Fee Details - Line 801p Borrower PAC Amount,NEWHUD2.X803,
Database,Fee Details - Line 801p Borrower POC Amount,NEWHUD2.X804,
Database,Fee Details - Line 801p Broker PAC Amount,NEWHUD2.X809,
Database,Fee Details - Line 801p Broker POC Amount,NEWHUD2.X810,
Database,Fee Details Line 801p Lender PAC Amount,NEWHUD2.X812,
Database,Fee Details - Line 801p Lender POC Amount,NEWHUD2.X813,
Database,Fee Details - Line 801p Other PAC Amount,NEWHUD2.X815,
Database,Fee Details - Line 801p Other POC Amount,NEWHUD2.X816,
Database,Fee Details - Line 801p - Seller PAC Amount,NEWHUD2.X806,
Database,Fee Details - Line 801p - Seller POC Amount,NEWHUD2.X807,
Database,Fee Details - Line 801q Borrower Did Shop For,NEWHUD2.X854,
Database,Fee Details - Line 801q Borrower PAC Amount,NEWHUD2.X836,
Database,Fee Details - Line 801q Borrower POC Amount,NEWHUD2.X837,
Database,Fee Details - Line 801q Broker PAC Amount,NEWHUD2.X842,
Database,Fee Details - Line 801q Broker POC Amount,NEWHUD2.X843,
Database,Fee Details - Line 801q - Lender PAC Amount,NEWHUD2.X845,
Database,Fee Details - Line 801q Lender POC Amount,NEWHUD2.X846,
Database,Fee Details - Line 801q Other PAC Amount,NEWHUD2.X848,
Database,Fee Details - Line 801q Other POC Amount,NEWHUD2.X849,
Database,Fee Details - Line 801q Seller PAC Amount,NEWHUD2.X839,
Database,Fee Details - Line 801q Seller POC Amount,NEWHUD2.X840,
Database,Fee Details - Line 801r Borrower Did Shop For,NEWHUD2.X887,
Database,Fee Details - Line 801r Borrower PAC Amount,NEWHUD2.X869,
Database,Fee Details - Line 801r Borrower POC Amount,NEWHUD2.X870,
Database,Fee Details - Line 801r Broker PAC Amount,NEWHUD2.X875,
Database,Fee Details - Line 801r - Broker POC Amount,NEWHUD2.X876,
Database,Fee Details - Line 801r - Lender PAC Amount,NEWHUD2.X878,
Database,Fee Details - Line 801r - Lender POC Amount,NEWHUD2.X879,
Database,Fee Details - Line 801r - Other PAC Amount,NEWHUD2.X881,
Database,Fee Details - Line 801r - Other POC Amount,NEWHUD2.X882,
Database,Fee Details - Line 801r - Seller PAC Amount,NEWHUD2.X872,
Database,Fee Details - Line 801r - Seller POC Amount,NEWHUD2.X873,
Database,Fee Details - Line 802 - Lender PAC Amount,NEWHUD2.X911,
Database,Fee Details - Line 802 - Lender POC Amount,NEWHUD2.X912,
Database,Fee Details - Line 802e Borrower Did Shop For,NEWHUD2.X953,
Database,Fee Details - Line 802e Borrower PAC Amount,NEWHUD2.X935,
Database,Fee Details Line 802e Borrower POC Amount,NEWHUD2.X936,
Database,Fee Details - Line 802e - Broker PAC Amount,NEWHUD2.X941,
Database,Fee Details - Line 802e - Broker POC Amount,NEWHUD2.X942,
Database,Fee Details - Line 802e - Lender PAC Amount,NEWHUD2.X944,
Database,Fee Details - Line 802e - Lender POC Amount,NEWHUD2.X945,
Database,Fee Details - Line 802e - Other PAC Amount,NEWHUD2.X947,
Database,Fee Details - Line 802e - Other POC Amount,NEWHUD2.X948,
Database,Fee Details - Line 802e - Seller PAC Amount,NEWHUD2.X938,
Database,Fee Details - Line 802e - Seller POC Amount,NEWHUD2.X939,
Database,Fee Details - Line 802f - Borrower Did Shop For,NEWHUD2.X986,
Database,Fee Details - Line 802f - Borrower PAC Amount,NEWHUD2.X968,
Database,Fee Details - Line 802f - Borrower POC Amount,NEWHUD2.X969,
Database,Fee Details - Line 802f - Broker PAC Amount,NEWHUD2.X974,
Database,Fee Details - Line 802f - Broker POC Amount,NEWHUD2.X975,
Database,Fee Details - Line 802f - Lender PAC Amount,NEWHUD2.X977,
Database,Fee Details - Line 802f - Lender POC Amount,NEWHUD2.X978,
Database,Fee Details - Line 802f - Other PAC Amount,NEWHUD2.X980,
Database,Fee Details - Line 802f - Other POC Amount,NEWHUD2.X981,
Database,Fee Details - Line 802f - Seller PAC Amount,NEWHUD2.X971,
Database,Fee Details - Line 802f - Seller POC Amount,NEWHUD2.X972,
Database,Fee Details - Line 802f - Total Fee Amount,NEWHUD2.X960,
Database,Fee Details - Line 802g - Borrower Did Shop For,NEWHUD2.X1019,
Database,Fee Details - Line 802g Borrower PAC Amount,NEWHUD2.X1001,
Database,Fee Details - Line 802g Borrower POC Amount,NEWHUD2.X1002,
Database,Fee Details - Line 802g Broker PAC Amount,NEWHUD2.X1007,
Database,Fee Details - Line 802g Broker POC Amount,NEWHUD2.X1008,
Database,Fee Details - Line 802g Lender PAC Amount,NEWHUD2.X1010,
Database,Fee Details - Line 802g - Lender POC Amount,NEWHUD2.X1011,
Database,Fee Details - Line 802g Other PAC Amount,NEWHUD2.X1013,
Database,Fee Details - Line 802g - Other POC Amount,NEWHUD2.X1014,
Database,Fee Details - Line 802g - Seller PAC Amount,NEWHUD2.X1004,
Database,Fee Details - Line 802g - Seller POC Amount,NEWHUD2.X1005,
Database,Fee Details Line 802g Total Fee Amount,NEWHUD2.X993,
Database,Fee Details Line 802h Borrower Did Shop For,NEWHUD2.X1052,
Database,Fee Details Line 802h Borrower PAC Amount,NEWHUD2.X1034,
Database,Fee Details - Line 802h Borrower POC Amount,NEWHUD2.X1035,
Database,Fee Details - Line 802h Broker PAC Amount,NEWHUD2.X1040,
Database,Fee Details - Line 802h Broker POC Amount,NEWHUD2.X1041,
Database,Fee Details - Line 802h Lender PAC Amount,NEWHUD2.X1043,
Database,Fee Details - Line 802h Lender POC Amount,NEWHUD2.X1044,
Database,Fee Details - Line 802h Other PAC Amount,NEWHUD2.X1046,
Database,Fee Details - Line 802h - Other POC Amount,NEWHUD2.X1047,
Database,Fee Details - Line 802h Seller PAC Amount,NEWHUD2.X1037,
Database,Fee Details - Line 802h Seller POC Amount,NEWHUD2.X1038,
Database,Fee Details - Line 802h Total Fee Amount,NEWHUD2.X1026,
Database,Fee Details - Line 803 Borrower Did Shop For,NEWHUD2.X1085,
Database,Fee Details - Line 803 Borrower PAC Amount,NEWHUD2.X1067,
Database,Fee Details - Line 803 Borrower POC Amount,NEWHUD2.X1068,
Database,Fee Details Line 803 Broker PAC Amount,NEWHUD2.X1073,
Database,Fee Details - Line 803 Broker POC Amount,NEWHUD2.X1074,
Database,Fee Details - Line 803 Lender PAC Amount,NEWHUD2.X1076,
Database,Fee Details - Line 803 Lender POC Amount,NEWHUD2.X1077,
Database,Fee Details - Line 803 Other PAC Amount,NEWHUD2.X1079,
Database,Fee Details - Line 803 Other POC Amount,NEWHUD2.X1080,
Database,Fee Details - Line 803 Seller PAC Amount,NEWHUD2.X1070,
Database,Fee Details - Line 803 Seller POC Amount,NEWHUD2.X1071,
Database,Fee Details - Line 804 Borrower Can Shop For,NEWHUD2.X1117,
Database,Fee Details - Line 804 Borrower Did Shop For,NEWHUD2.X1118,
Database,Fee Details - Line 804 Borrower PAC Amount,NEWHUD2.X1100,
Database,Fee Details - Line 804 Borrower POC Amount,NEWHUD2.X1101,
Database,Fee Details Line 804 Broker PAC Amount,NEWHUD2.X1106,
Database,Fee Details - Line 804 Broker POC Amount,NEWHUD2.X1107,
Database,Fee Details - Line 804 Lender Amount Paid,NEWHUD2.X11111,
Database,Fee Details - Line 804 Lender PAC Amount,NEWHUD2.X1109,
Database,Fee Details - Line 804 - Lender POC Amount,NEWHUD2.X1110,
Database,Fee Details - Line 804 - Loan Estimate Amount,NEWHUD2.X1094,
Database,Fee Details - Line 804 - Other Amount Paid,NEWHUD2.X1114,
Database,Fee Details - Line 804 - Other PAC Amount,NEWHUD2.X1112,
Database,Fee Details - Line 804 - Other POC Amount,NEWHUD2.X1113,
Database,Fee Details - Line 804 - Sec 32 Points and Fees,NEWHUD2.X1116,
Database,Fee Details - Line 804 - Seller Credit,NEWHUD2.X1119,
Database,Fee Details - Line 804 - Seller Obligated,NEWHUD2.X1120,
Database,Fee Details - Line 804 - Seller Obligated Amount,NEWHUD2.X1121,
Database,Fee Details - Line 804 - Seller PAC Amount,NEWHUD2.X1103,
Database,Fee Details - Line 804 - Seller POC Amount,NEWHUD2.X1104,
Database,Fee Details - Line 804 - Total Fee Amount,NEWHUD2.X1092,
Database,Fee Details - Line 804 Total Paid By Amount,NEWHUD2.X1115,
Database,Fee Details - Line 805 - Borrower Did Shop For,NEWHUD2.X1151,
Database,Fee Details - Line 805 - Borrower PAC Amount,NEWHUD2.X1133,
Database,Fee Details - Line 805 Borrower POC Amount,NEWHUD2.X1134,
Database,Fee Details - Line 805 - Broker PAC Amount,NEWHUD2.X1139,
Database,Fee Details - Line 805 - Broker POC Amount,NEWHUD2.X1140,
Database,Fee Details - Line 805 - Lender PAC Amount,NEWHUD2.X1142,
Database,Fee Details - Line 805 - Lender POC Amount,NEWHUD2.X1143,
Database,Fee Details - Line 805 - Other PAC Amount,NEWHUD2.X1145,
Database,Fee Details - Line 805 - Other POC Amount,NEWHUD2.X1146,
Database,Fee Details - Line 805 - Seller PAC Amount,NEWHUD2.X1136,
Database,Fee Details - Line 805 - Seller POC Amount,NEWHUD2.X1137,
Database,Fee Details - Line 806 Borrower Did Shop For,NEWHUD2.X1184,
Database,Fee Details - Line 806 - Borrower PAC Amount,NEWHUD2.X1166,
Database,Fee Details - Line 806 - Borrower POC Amount,NEWHUD2.X1167,
Database,Fee Details - Line 806 - Broker PAC Amount,NEWHUD2.X1172,
Database,Fee Details - Line 806 - Broker POC Amount,NEWHUD2.X1173,
Database,Fee Details - Line 806 - Lender PAC Amount,NEWHUD2.X1175,
Database,Fee Details - Line 806 - Lender POC Amount,NEWHUD2.X1176,
Database,Fee Details - Line 806 - Other PAC Amount,NEWHUD2.X1178,
Database,Fee Details Line 806 Other POC Amount,NEWHUD2.X1179,
Database,Fee Details Line 806 Seller PAC Amount,NEWHUD2.X1169,
Database,Fee Details Line 806 Seller POC Amount,NEWHUD2.X1170,
Database,Fee Details Line 807 Borrower Did Shop For,NEWHUD2.X1217,
Database,Fee Details - Line 807 - Borrower PAC Amount,NEWHUD2.X1199,
Database,Fee Details - Line 807 Borrower POC Amount,NEWHUD2.X1200,
Database,Fee Details - Line 807 Broker PAC Amount,NEWHUD2.X1205,
Database,Fee Details - Line 807 Broker POC Amount,NEWHUD2.X1206,
Database,Fee Details - Line 807 - Lender PAC Amount,NEWHUD2.X1208,
Database,Fee Details - Line 807 Lender POC Amount,NEWHUD2.X1209,
Database,Fee Details - Line 807 - Other PAC Amount,NEWHUD2.X1211,
Database,Fee Details - Line 807 Other POC Amount,NEWHUD2.X1212,
Database,Fee Details - Line 807 Seller PAC Amount,NEWHUD2.X1202,
Database,Fee Details - Line 807 Seller POC Amount,NEWHUD2.X1203,
Database,Fee Details - Line 808 Borrower Amount Paid,NEWHUD2.X1234,
Database,Fee Details - Line 808 Borrower Can Shop For,NEWHUD2.X1249,
Database,Fee Details - Line 808 Borrower Did Shop For,NEWHUD2.X1250,
Database,Fee Details - Line 808 Borrower Financed Amount,NEWHUD2.X1230,
Database,Fee Details - Line 808 Borrower PAC Amount,NEWHUD2.X1232,
Database,Fee Details - Line 808 - Borrower POC Amount,NEWHUD2.X1233,
